Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,,
DIRECT LEARNING AND SKILLS,SCHOOLS DELEGATED,06-Nov-2018,101195,New Directions (Education) Limited,"2,129.21",,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,06-Nov-2018,103227,New Directions (Education) Limited,657.50,,
DIRECT LEARNING AND SKILLS,SCHOOLS NON DELEGATED,06-Nov-2018,103315,New Directions (Education) Limited,743.05,,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,06-Nov-2018,323685,Hays Specialist Recruitment Limited,"1,505.25",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,06-Nov-2018,323685,Hays Specialist Recruitment Limited,600.76,,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,06-Nov-2018,323685,Hays Specialist Recruitment Limited,"1,505.25",,
DIRECT ENVIRONMENT AND HOUSING,NEIGHBOURHOOD SERVICES AND TRANSPORT,06-Nov-2018,323686,Hays Specialist Recruitment Limited,640.64,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Avan Limited T/A Brightside Manor,600.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Baltimore Care Limited,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Baltimore Care Limited,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Baltimore Care Limited,526.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,506.04,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Forge Care Homes Limited t/a The Forge Care Centre,925.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Forge Care Homes Limited t/a The Forge Care Centre,671.32,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Glamorgan Care Limited t/a Danygraig House,666.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),565.46,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Harrison Care Enterprises Barry Limited t/a Island View,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,June Zehetmayr t/a Tower Hill Residential Home,538.12,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,562.85,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,512.49,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,MHA Care Group t/a Morel Court,510.73,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,MHA Care Group t/a Morel Court,531.09,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,592.17,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,621.36,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,605.25,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,602.96,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,518.39,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,605.25,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,544.72,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,617.27,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,605.25,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,630.07,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,609.89,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,550.28,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,502.26,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,597.36,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,605.25,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Middlepatch Limited T/A College Fields Nursing Home,605.25,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Northcote Developments Limited,518.88,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Northcote Developments Limited,524.03,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Northcote Developments Limited,515.73,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Northcote Developments Limited,501.35,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Oak House Care Limited T/a Oak House Care Home,531.69,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Oakville Care Limited t/a Romilly Nursing Home,900.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,603.33,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,629.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,556.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Springbank Care Home Limited T/A Springbank Nursing Home,666.50,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Waverley Care Centre Limited,570.21,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Waverley Care Centre Limited,519.12,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Waverley Care Centre Limited,715.33,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Waverley Care Centre Limited,540.83,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Waverley Care Centre Limited,540.83,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Waverley Care Centre Limited,605.03,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Waverley Care Centre Limited,675.33,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Waverley Care Centre Limited,588.87,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Waverley Care Centre Limited,512.53,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Waverley Care Centre Limited,519.40,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,215489,Waverley Care Centre Limited,614.77,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,216179,Amethyst Healthcare Limited t/a Hillstone House,"1,816.95",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,216179,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,552.23,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,216179,Care 4 U (Neath) Limited,"1,754.28",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,216179,Crusader Medical Care Limited T/A St Saviours Nursing Home,551.35,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,216179,Leonard Cheshire Disability,"1,209.78",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,216179,Llysywaun Limited t/a Bayview Lodge Nursing Home,746.35,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,216179,Middlepatch Limited T/A College Fields Nursing Home,655.45,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,216179,Springbank Care Home Limited T/A Springbank Nursing Home,770.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,216179,Valebrook Care Homes Limited,"1,851.35",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,216179,Voyage 1 Limited t/a Brook Lodge,"2,528.80",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,216179,Voyage 1 Limited t/a Falcons Rest & Poachers Cottage,"1,729.64",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217906,The Cedars Care Services Limited t/a Sycamore House,"1,089.07",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Accomplish Group Limited,"1,821.48",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Accomplish Group Limited,"2,146.47",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Accomplish Group Limited t/a Cedar House,"1,582.70",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Amethyst Healthcare Limited t/a Hillstone House,"1,725.34",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Amethyst Healthcare Limited t/a Hillstone House,"1,501.14",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,500.05,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,507.15,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Glasallt Fawr Camphill Centre,995.72,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Glasallt Fawr Camphill Centre,"1,544.90",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Heatherleigh Care Limited t/a 106 Splott Road,"1,563.71",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Heatherleigh Care Limited t/a 106 Splott Road,"1,223.14",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Llysywaun Limited t/a Bayview Lodge Nursing Home,"1,724.90",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Ocean Community Services Limited t/a Westminster Court Care Home,"1,116.27",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,"2,167.63",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,"1,022.70",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,The Cedars Care Services Limited T/A Oaklands,"1,058.57",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,The Cedars Care Services Limited t/a Sycamore House,990.42,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,The Cedars Care Services Limited t/a Sycamore House,"1,857.05",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,The Cedars Care Services Limited t/a The Cedars,"1,617.93",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,The Cedars Care Services Limited t/a The Cedars,"1,401.64",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Vale Phoenix Limited,"1,079.73",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Vale Phoenix Limited,"1,116.94",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Valebrook Care Homes Limited,"1,654.39",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Valebrook Care Homes Limited,"1,999.50",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Valebrook Care Homes Limited,"1,420.24",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Valebrook Care Homes Limited,"1,767.35",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Valebrook Care Homes Limited,"1,861.95",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,217909,Valebrook Care Homes Limited,"1,390.24",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218321,Adriana Limited T/A The Priory Nursing Home,536.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218321,Hafod Care Association Limited,635.50,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218321,Harrison Care Enterprises Barry Limited t/a Island View,520.91,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218321,Isman & Kinze Essa T/A Haven House,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218321,J and P Residential Homes Limited T/A Monkstone House,600.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218321,Liam George t/a Claremont Care Home,516.45,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,600.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,501.35,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218321,Waverley Care Centre Limited,909.98,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Anwen Care Limited t/a Anwen Care Home,690.56,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Baltimore Care Limited,508.51,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Baltimore Care Limited,527.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,534.62,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,David Austin t/a Silverdale,663.68,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,501.05,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,E & E Homes Limited T/A Cliffhaven Residential Home,505.20,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Forge Care Homes Limited t/a The Forge Care Centre,549.58,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Hafod Housing Association Limited T/A Brocastle Manor (Care Home),628.66,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,784.67,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,"1,215.50",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,501.96,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,650.88,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,514.75,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,544.81,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,503.11,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Hebron Hall Limited,503.59,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,650.88,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,518.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,June Zehetmayr t/a Tower Hill Residential Home,516.56,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,650.88,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Middlepatch Limited T/A College Fields Nursing Home,516.12,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Middlepatch Limited T/A College Fields Nursing Home,539.18,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Shirwan Al-Mufti & Ptn t/a Pontcanna House,600.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Waverley Care Centre Limited,508.92,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Waverley Care Centre Limited,516.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Waverley Care Centre Limited,650.88,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Waverley Care Centre Limited,574.00,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,06-Nov-2018,218419,Waverley Care Centre Limited,688.89,,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,06-Nov-2018,303910,Elwyn J Kerslake t/a Woodland Electrical,"1,455.53",,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,06-Nov-2018,303950,Elwyn J Kerslake t/a Woodland Electrical,"1,332.00",,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,06-Nov-2018,303950,Elwyn J Kerslake t/a Woodland Electrical,720.00,,
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,06-Nov-2018,303950,Elwyn J Kerslake t/a Woodland Electrical,"1,113.00",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,All Care (South Wales) Limited,614.02,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,All Care (South Wales) Limited,640.78,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,All Care (South Wales) Limited,618.94,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,All Care (South Wales) Limited,680.68,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,All Care (South Wales) Limited,658.84,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Annwyl Limited t/a Bluebird Care,655.25,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Annwyl Limited t/a Bluebird Care,666.68,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Annwyl Limited t/a Bluebird Care,732.21,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Annwyl Limited t/a Bluebird Care,608.80,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,595.97,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,595.97,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,522.78,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Bespoke Senior Care Limited T/A Home Instead Senior Care,595.97,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,668.50,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,735.53,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,"2,557.84",,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,794.74,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,742.62,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,753.34,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,703.86,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,500.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,686.08,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,668.50,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,735.53,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,596.74,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,823.96,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,742.62,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,753.34,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,703.86,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,500.38,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cardiff & Vale Caring 4 U Limited T/A Caremark Cardiff & The Vale of Glamorgan,686.08,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Caring Companions Limited,750.68,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Caring Companions Limited,566.15,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Caring Companions Limited,544.18,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Caring Companions Limited,544.18,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Caring Companions Limited,638.51,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Caring Companions Limited,599.20,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cherish Cymru Limited,617.90,,
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,07-Nov-2018,215489,Cherish Cymru Limited,603.59,,
